,City,Lat,Lng,Max Temp (F),Humidity,Cloudiness,Windspeed (mph),Country,Date
373,Havelock,34.88,-76.9,84.0,77,84,3.0,US,1595979690
374,Waitati,-45.75,170.57,50.0,81,94,32.99,NZ,1595979690
375,Tres Arroyos,-38.37,-60.28,38.57,75,0,5.3,AR,1595979690
376,Santa Rosa,14.31,121.11,78.01,92,100,6.35,PH,1595979690
377,Nantucket,41.28,-70.1,77.0,88,1,12.75,US,1595979527
378,Tzaneen,-23.83,30.16,48.2,57,3,5.82,ZA,1595979691
379,Tabou,4.42,-7.35,75.25,84,91,7.81,CI,1595979691
380,Senneterre,48.38,-77.23,62.6,82,75,16.11,CA,1595979691
381,Karatau,43.17,70.47,70.0,28,24,4.38,KZ,1595979691
382,Shatrovo,56.52,64.63,51.15,82,24,3.02,RU,1595979691
383,Necochea,-38.55,-58.74,39.99,95,34,3.0,AR,1595979692
384,Mareeba,-17.0,145.43,70.0,36,0,7.0,AU,1595979692
385,Severomuysk,56.15,113.43,54.75,91,100,1.74,RU,1595979692
386,Talakan,50.32,130.37,82.09,61,0,2.77,RU,1595979692
387,Houma,29.6,-90.72,82.4,78,75,5.82,US,1595979544
388,Angoche,-16.23,39.91,68.54,80,5,10.22,MZ,1595979692
389,Oromocto,45.84,-66.48,80.01,83,1,6.93,CA,1595979441
390,Ust-Kuyga,70.02,135.6,43.3,75,97,5.64,RU,1595979692
391,Bulawayo,-20.15,28.58,45.48,93,0,6.8,ZW,1595979693
392,Mbanza-Ngungu,-5.25,14.87,66.63,79,0,8.9,CD,1595979693
393,Verāval,20.9,70.37,83.64,82,100,14.52,IN,1595979693
394,Aksu,41.12,80.26,75.31,28,94,1.88,CN,1595979693
395,Guanhães,-18.77,-42.93,59.54,68,1,4.14,BR,1595979693
396,Cockburn Town,21.46,-71.14,86.0,66,40,18.34,TC,1595979425
397,São Filipe,14.9,-24.5,77.16,82,62,4.52,CV,1595979694
398,Poum,-20.23,164.02,75.04,79,89,31.47,NC,1595979694
399,Portland,45.52,-122.68,90.0,29,20,6.93,US,1595979694
400,Parral,26.93,-105.67,76.01,56,67,9.8,MX,1595979694
401,Tugolesskiy Bor,55.55,39.82,60.93,89,25,5.39,RU,1595979694
402,St. Pete Beach,27.73,-82.74,86.0,79,1,5.82,US,1595979694
403,Kumul,42.8,93.45,74.44,37,1,10.45,CN,1595979694
404,Aswān,24.09,32.91,91.78,27,96,4.52,EG,1595979694
405,Ciudad Bolivar,8.12,-63.55,82.78,73,100,4.14,VE,1595979695
406,Paris,48.85,2.35,63.0,67,64,4.7,FR,1595979654
407,Paldiski,59.36,24.05,63.0,100,75,4.7,EE,1595979695
408,Mitsamiouli,-11.38,43.28,75.02,84,31,17.13,KM,1595979695
409,Ontario,34.06,-117.65,91.4,29,20,14.99,US,1595979534
410,Belvidere,42.26,-88.84,82.0,62,3,1.01,US,1595979695
411,Rocha,-34.48,-54.33,37.78,81,0,6.58,UY,1595979696
412,Sinnamary,5.38,-52.95,79.72,85,14,13.69,GF,1595979696
413,Tūkrah,32.53,20.58,76.8,77,0,13.11,LY,1595979696
414,Yatou,37.15,122.38,74.01,85,41,4.52,CN,1595979696
415,Boende,-0.22,20.87,73.47,78,77,2.42,CD,1595979696
416,Uusikaupunki,60.8,21.41,59.0,82,83,5.82,FI,1595979696
417,Champerico,14.3,-91.92,77.0,94,90,4.7,GT,1595979697
418,Kattivākkam,13.22,80.32,80.6,88,75,3.36,IN,1595979697
419,Parit Buntar,5.13,100.49,77.0,94,20,5.99,MY,1595979697
420,Touros,-5.2,-35.46,71.6,88,10,3.36,BR,1595979697
421,Camabatela,-8.19,15.38,55.4,85,11,2.73,AO,1595979697
422,Omboué,-1.57,9.26,72.45,83,26,7.61,GA,1595979697
423,São Gotardo,-19.31,-46.05,64.99,70,25,4.56,BR,1595979697
424,Ulladulla,-35.35,150.47,57.2,67,88,10.29,AU,1595979697
425,Jefferson City,38.58,-92.17,88.0,45,1,5.82,US,1595979698
426,Smoky Lake,54.12,-112.47,79.47,67,0,4.94,CA,1595979698
427,Erenhot,43.65,111.98,75.31,33,28,4.63,CN,1595979698
428,Ovsyanka,55.96,92.55,51.8,100,40,1.23,RU,1595979698
429,Baruun-Urt,46.68,113.28,62.02,79,99,7.34,MN,1595979698
430,Madera,37.17,-119.83,102.0,18,0,1.99,US,1595979698
431,Ammon,43.47,-111.97,68.0,72,90,6.93,US,1595979565
432,Mgandu,-5.95,34.13,56.17,81,1,8.41,TZ,1595979699
433,Talcahuano,-36.72,-73.12,46.4,75,40,6.93,CL,1595979622
434,Jiangyou,31.77,104.72,74.26,79,100,4.21,CN,1595979699
435,Beloha,-25.17,45.05,61.34,82,9,8.23,MG,1595979699
436,Olafsvik,64.89,-23.71,49.21,83,45,7.02,IS,1595979699
437,Lamas,-6.42,-76.53,67.71,98,7,1.05,PE,1595979699
438,Sørland,67.67,12.69,59.52,75,5,14.2,NO,1595979699
439,Alta Floresta,-9.88,-56.09,76.3,37,10,3.29,BR,1595979700
440,Muroto-misakicho,33.28,134.15,80.6,83,40,3.36,JP,1595979700
441,Marsá Maţrūḩ,31.35,27.25,77.0,78,0,6.93,EG,1595979700
442,Along,28.17,94.77,72.23,90,100,1.14,IN,1595979700
443,San Carlos,9.66,-68.58,76.77,90,48,1.12,VE,1595979700
444,Bonito,-21.12,-56.48,69.17,68,56,10.96,BR,1595979700
445,Flinders,-34.58,150.86,62.01,72,60,8.99,AU,1595979701
446,Yumen,40.28,97.2,75.18,35,100,8.86,CN,1595979701
447,Oriximiná,-1.77,-55.87,80.98,51,0,2.93,BR,1595979701
448,Doha,25.29,51.53,96.01,71,0,2.24,QA,1595979701
449,Kralendijk,12.15,-68.27,84.2,79,11,11.41,BQ,1595979701
450,Rawson,-43.3,-65.1,43.93,63,0,8.01,AR,1595979701
451,Hulan,45.98,126.6,86.0,55,0,6.62,CN,1595979701
452,Stornoway,58.21,-6.39,52.0,81,85,8.05,GB,1595979702
453,Muros,42.78,-9.06,64.99,78,3,5.99,ES,1595979702
454,Schwerin,53.63,11.41,55.99,85,0,5.01,DE,1595979702
455,Derzhavīnsk,51.1,66.32,57.51,83,5,11.07,KZ,1595979702
456,‘Āhuimanu,21.44,-157.84,84.2,58,40,16.11,US,1595979702
457,Chester,40.13,-75.87,84.0,61,1,8.05,US,1595979702
458,Ararat,39.83,44.7,75.2,41,20,10.29,AM,1595979702
459,Maniitsoq,65.42,-52.9,45.27,92,93,3.13,GL,1595979703
460,Weinan,34.5,109.51,79.0,100,0,4.47,CN,1595979584
461,Naryan-Mar,67.67,53.09,44.71,90,7,8.23,RU,1595979703
462,Malanje,-9.54,16.34,58.82,73,11,3.62,AO,1595979703
463,Te Anau,-45.42,167.72,45.18,87,94,1.61,NZ,1595979703
464,Megion,61.03,76.11,46.4,100,90,2.24,RU,1595979703
465,Rochegda,62.8,43.25,59.59,77,32,3.74,RU,1595979703
466,Rivadavia,-33.19,-68.46,48.2,42,0,3.36,AR,1595979704
467,Twin Falls,42.56,-114.46,87.8,25,1,8.05,US,1595979666
468,Uthal,25.81,66.62,87.04,66,77,9.64,PK,1595979704
469,Ust-Maya,60.42,134.53,62.37,90,100,1.19,RU,1595979704
470,Viseu,40.66,-7.91,64.99,1,0,1.99,PT,1595979704
471,Vitim,59.45,112.56,57.97,88,99,3.8,RU,1595979705
472,Guangming,45.33,122.78,78.13,67,76,9.31,CN,1595979705
473,Labuhan,-6.88,112.21,74.93,79,65,11.74,ID,1595979705
474,Deputatsky,69.3,139.9,43.95,64,85,10.63,RU,1595979705
475,Athabasca,54.72,-113.29,80.64,64,0,3.58,CA,1595979705
476,Coquimbo,-29.95,-71.34,53.6,87,0,5.82,CL,1595979705
477,Verkhniye Kigi,55.41,58.6,54.54,92,65,5.23,RU,1595979705
478,Ullapool,57.9,-5.16,50.0,91,100,5.01,GB,1595979706
479,Petropavlovsk-Kamchatskiy,53.05,158.65,69.8,56,49,8.95,RU,1595979706
480,Beringovskiy,63.05,179.32,62.65,58,29,8.77,RU,1595979706
481,Atbasar,51.8,68.33,54.9,89,17,10.58,KZ,1595979706
482,Riyadh,24.69,46.72,96.8,26,24,4.7,SA,1595979669
483,Haysville,37.56,-97.35,84.99,69,90,8.05,US,1595979706
484,Wittenberge,53.0,11.75,61.0,74,3,1.01,DE,1595979706
485,Linxia Chengguanzhen,35.6,103.21,64.94,62,77,1.63,CN,1595979707
486,Lang Son,21.83,106.73,76.82,89,100,1.52,VN,1595979707
487,North Bend,43.41,-124.22,78.01,77,1,19.46,US,1595979555
488,Faya,18.39,42.45,64.4,93,40,11.41,SA,1595979707
489,Puri,19.8,85.85,82.4,88,75,2.24,IN,1595979707
490,Gorontalo,0.54,123.06,80.19,77,97,3.8,ID,1595979707
491,Garden City,42.33,-83.33,86.0,37,40,11.41,US,1595979707
492,Berbera,10.44,45.01,87.42,51,1,19.89,SO,1595979707
493,Batagay-Alyta,67.8,130.41,46.6,72,100,4.88,RU,1595979708
494,Kavaratti,10.57,72.64,81.34,80,99,17.29,IN,1595979708
495,Yaan,7.38,8.57,71.85,97,100,6.11,NG,1595979708
496,Anloga,5.79,0.9,75.2,88,20,8.05,GH,1595979708
497,Muisne,0.6,-80.03,80.6,88,40,5.82,EC,1595979708
498,Arlit,18.74,7.39,91.44,33,87,4.34,NE,1595979708
499,Sorong,-0.88,131.25,77.99,89,96,8.48,ID,1595979709
500,Ulaangom,49.98,92.07,60.8,65,0,1.43,MN,1595979709
501,Nizwá,22.93,57.53,85.17,56,0,2.15,OM,1595979709
502,Wanning,18.8,110.4,83.88,80,72,7.47,CN,1595979709
503,Nevesinje,43.26,18.11,73.4,60,0,1.12,BA,1595979709
504,Morant Bay,17.88,-76.41,87.8,66,20,6.93,JM,1595979709
505,Tingi,-11.3,35.03,54.14,89,0,1.99,TZ,1595979710
506,Bilma,18.69,12.92,91.47,31,54,9.37,NE,1595979710
507,Hamilton,39.18,-84.53,86.0,42,1,6.93,US,1595979515
508,Panabá,21.28,-88.27,85.03,67,4,12.12,MX,1595979710
509,Moorhead,46.87,-96.77,84.0,39,1,9.17,US,1595979710
510,Havre-St-Pierre,50.23,-63.6,62.6,82,75,8.05,CA,1595979710
511,Chara,56.91,118.26,70.56,68,95,2.21,RU,1595979710
512,Laas,46.62,10.7,61.0,87,40,3.36,IT,1595979711
513,Coruripe,-10.13,-36.18,73.63,86,47,12.01,BR,1595979711
514,Jumla,29.27,82.18,62.73,73,99,1.43,NP,1595979711
515,Nishihara,26.18,127.76,86.0,79,40,12.75,JP,1595979711
516,Karaton,-6.34,106.1,75.2,78,20,5.82,ID,1595979711
517,Camaná,-16.62,-72.71,58.35,76,55,4.47,PE,1595979711
518,Xining,36.62,101.77,60.87,59,30,1.68,CN,1595979498
519,Fort Collins,40.59,-105.08,84.0,37,1,16.11,US,1595979712
520,Lamu,-2.27,40.9,75.87,84,12,15.79,KE,1595979712
521,Puerto Quijarro,-17.78,-57.77,80.85,45,85,7.52,BO,1595979712
522,Saint Anthony,45.02,-93.22,84.0,39,20,8.05,US,1595979712
523,Hienghène,-20.68,164.93,74.34,78,98,19.84,NC,1595979712
524,Butte,39.65,-121.57,100.99,29,1,3.36,US,1595979713
525,Olsztyn,53.78,20.49,64.4,93,77,8.05,PL,1595979557
526,Nakamura,32.98,132.93,85.82,72,90,2.53,JP,1595979713
527,Caldelas,41.67,-8.38,69.01,93,0,6.93,PT,1595979713
528,Menzel Salem,35.86,8.48,78.8,27,0,4.7,TN,1595979713
529,Clyde River,70.47,-68.59,42.8,93,20,13.87,CA,1595979713
530,Coolum Beach,-26.53,153.1,64.0,62,1,5.01,AU,1595979714
531,Hualmay,-11.1,-77.61,60.12,83,6,8.99,PE,1595979714
532,Mana,5.66,-53.78,79.02,90,57,10.45,GF,1595979714
533,Ostrovnoy,68.05,39.51,51.67,88,14,4.81,RU,1595979714
534,Kwang Binh,17.48,106.6,84.78,64,75,4.83,VN,1595979714
535,Marabu,4.41,114.01,77.0,94,40,4.7,MY,1595979714
536,Khani,41.96,42.96,69.8,100,90,1.12,GE,1595979714
537,Ukiah,39.15,-123.21,100.4,12,1,13.87,US,1595979697
538,Gabú,12.28,-14.22,73.62,96,100,5.68,GW,1595979715
539,Hambantota,6.12,81.12,78.28,83,100,17.94,LK,1595979715
540,Zaozyornoye,45.16,33.28,71.92,84,1,10.33,UA,1595979715
541,Grand Gaube,-20.01,57.66,69.01,79,10,1.01,MU,1595979715
542,Halifax,44.65,-63.57,78.01,73,40,10.29,CA,1595979648
543,Wagar,16.15,36.2,79.0,72,100,14.94,SD,1595979715
544,Saint-Joseph,-21.37,55.62,71.6,73,99,13.87,RE,1595979716
545,Salisbury,51.07,-1.8,51.8,87,45,5.82,GB,1595979716
546,Lima,-12.04,-77.03,60.8,77,90,6.93,PE,1595979642
547,Koulikoro,14.0,-7.75,78.69,74,78,5.26,ML,1595979716
548,Sfântu Gheorghe,45.87,25.78,61.0,86,0,0.96,RO,1595979716
549,Carutapera,-1.2,-46.02,77.5,83,3,8.66,BR,1595979716
550,Lorengau,-2.02,147.27,85.5,67,18,8.59,PG,1595979716
551,Terra Nova,-12.37,-40.67,66.4,79,62,7.47,BR,1595979717
552,Rudnya,54.95,31.09,62.31,94,95,7.27,RU,1595979717
553,High Level,58.52,-117.14,71.6,30,20,3.36,CA,1595979717
554,Pitimbu,-7.47,-34.81,73.4,88,40,3.36,BR,1595979717
555,Caborca,30.58,-111.1,100.99,31,5,3.0,MX,1595979717
556,Pemangkat,1.17,108.97,76.66,92,87,10.87,ID,1595979717
557,Diré,12.28,-10.97,74.28,94,97,3.04,ML,1595979717
558,Samaipata,-18.15,-63.87,46.58,71,90,4.52,BO,1595979718
559,Rūdbār,30.15,62.6,79.68,25,0,9.71,AF,1595979718
560,Umeå,63.83,20.26,60.8,100,32,4.7,SE,1595979718
561,Gīdolē,5.65,37.37,56.57,97,93,1.74,ET,1595979718
562,Port Augusta,-32.5,137.77,48.0,75,0,9.17,AU,1595979718
563,Maun,-19.98,23.42,53.6,45,0,6.93,BW,1595979718
564,Sabang,5.89,95.32,80.91,76,100,21.16,ID,1595979718
565,Kwinana,-32.25,115.77,57.99,100,100,4.97,AU,1595979719
566,Constitución,-35.33,-72.42,45.99,74,17,6.13,CL,1595979719
567,Karratha,-20.74,116.85,67.39,27,0,13.42,AU,1595979517
568,Conde,-7.26,-34.91,73.4,88,40,3.36,BR,1595979719
569,Margate,51.38,1.39,62.01,60,29,1.99,GB,1595979719
570,Khandyga,62.67,135.6,67.46,36,56,10.42,RU,1595979719
571,Nemuro,43.32,145.57,59.0,100,75,2.24,JP,1595979720
572,Vanavara,60.34,102.28,59.63,89,100,5.08,RU,1595979720
573,Serov,59.6,60.58,51.48,79,87,2.3,RU,1595979720
